@RELATION svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE features137 NUMERIC
@ATTRIBUTE features138 NUMERIC
@ATTRIBUTE class {./out/bal/Cough,./out/bal/Bell,./out/bal/Speech}

@DATA
0.069412,0.034680,3.066170,0.127152,0.142371,0.563497,0.000064,0.115111,-19.720785,1.769502,-0.988721,-0.387064,-0.268563,-0.209765,-0.136086,-0.134232,-0.210081,-0.149155,-0.082843,-0.060438,-0.105574,0.005059,0.001241,0.005794,0.001345,0.001734,0.004942,0.001039,0.000978,0.001367,0.002054,0.000967,0.002103,0.003471,0.000475,-0.000064,0.001287,0.000246,-0.000070,0.007798,-0.000000,0.001191,0.000426,0.001766,0.010468,0.003496,0.001489,0.004686,0.005491,0.003054,-0.000459,0.000330,-0.006556,-0.002883,-0.000603,0.000025,0.000046,-0.000032,-0.000022,0.000055,-0.000024,0.000015,0.000039,-0.000001,-0.000008,-0.000023,-0.000026,-0.000006,0.009510,0.005633,0.156312,0.016294,0.011919,0.133069,0.000058,0.027358,0.565361,0.351999,0.138587,0.107787,0.118984,0.114640,0.133850,0.105235,0.106232,0.120525,0.110106,0.103644,0.102697,0.002938,0.000472,0.003055,0.000806,0.000700,0.002662,0.000721,0.000457,0.000700,0.001075,0.000563,0.001007,0.001360,0.002653,0.001650,0.057201,0.007836,0.008454,0.045328,0.000066,0.014226,0.180276,0.122843,0.081882,0.073861,0.065287,0.058893,0.058089,0.054001,0.051445,0.061592,0.056984,0.061275,0.065389,0.001833,0.000430,0.000606,0.000516,0.000580,0.001960,0.000431,0.000330,0.000544,0.000723,0.000439,0.000605,0.000625,400.000000,0.084746,./out/bal/Bell
0.046205,0.044439,3.189564,0.074411,0.079862,0.348719,0.000049,0.082077,-19.515855,0.168983,-1.286056,-0.313282,-0.391972,-0.181083,-0.138757,0.441499,0.256681,0.295592,0.007211,-0.105826,-0.359577,0.000339,0.000166,0.004520,0.000112,0.000077,0.003368,0.000078,0.002622,0.000089,0.000057,0.012250,0.000091,0.003768,-0.000202,0.000128,0.003310,0.000321,0.001585,-0.001832,0.000001,-0.000139,0.016862,-0.000925,-0.003772,0.000662,-0.001130,0.001888,0.001664,0.001327,0.002572,0.004052,-0.002426,-0.002907,-0.000238,0.000019,0.000006,0.000094,-0.000004,0.000000,0.000030,0.000002,-0.000023,-0.000004,-0.000001,-0.000312,-0.000001,-0.000063,0.001635,0.003782,0.063997,0.005230,0.016830,0.053033,0.000015,0.006041,0.236066,0.077721,0.056349,0.052722,0.057048,0.058462,0.061008,0.047733,0.048467,0.043905,0.033604,0.038682,0.039770,0.000152,0.000112,0.000915,0.000042,0.000029,0.001436,0.000034,0.000891,0.000045,0.000025,0.004842,0.000041,0.001147,0.000910,0.000873,0.019953,0.007514,0.024623,0.024230,0.000013,0.003123,0.068937,0.057485,0.048541,0.040473,0.033869,0.034684,0.036079,0.042724,0.043443,0.044162,0.032192,0.028450,0.028621,0.000135,0.000128,0.000328,0.000050,0.000035,0.000863,0.000046,0.000603,0.000059,0.000031,0.002519,0.000039,0.000594,133.333333,0.074419,./out/bal/Bell
0.047287,0.083195,3.255985,0.079444,0.092929,0.210185,0.000050,0.067811,-18.320732,0.564327,-1.387284,0.016511,-0.375829,0.205408,0.055286,-0.152195,-0.292311,0.182114,0.045191,0.104690,0.241335,0.000054,0.000079,0.001243,0.003055,0.007979,0.000135,0.000259,0.000164,0.001082,0.000303,0.002773,0.000199,0.002679,0.000050,0.000346,0.002314,-0.000329,-0.000955,-0.000535,-0.000000,-0.000034,0.002018,0.002120,0.000538,0.003289,0.000552,-0.003019,-0.003470,-0.001550,-0.001745,0.002181,0.001832,0.000273,-0.001108,-0.000001,-0.000003,-0.000004,-0.000109,-0.000185,0.000014,0.000006,0.000013,-0.000008,0.000005,-0.000007,-0.000002,-0.000053,0.002470,0.006614,0.021699,0.005272,0.012251,0.041384,0.000028,0.004577,0.322060,0.271661,0.067320,0.068316,0.038368,0.057376,0.049154,0.066555,0.070920,0.058368,0.035899,0.045379,0.082824,0.000023,0.000039,0.000360,0.000735,0.006218,0.000055,0.000124,0.000085,0.000370,0.000260,0.001338,0.000075,0.001524,0.000408,0.001323,0.007879,0.005845,0.017690,0.010082,0.000032,0.001380,0.089553,0.061894,0.040862,0.039303,0.031371,0.033255,0.030169,0.034306,0.030053,0.040419,0.030838,0.030583,0.036577,0.000034,0.000028,0.000222,0.000240,0.001506,0.000063,0.000129,0.000095,0.000147,0.000270,0.000414,0.000063,0.000390,400.000000,0.125000,./out/bal/Bell
0.087548,0.005860,2.420600,0.110585,0.073747,0.989429,0.000034,0.153410,-23.039980,-1.626991,-0.219008,0.057953,-0.586707,-0.120876,0.012761,0.028493,-0.411298,-0.323204,0.210479,-0.357852,-0.645170,0.000309,0.000446,0.000152,0.002920,0.000298,0.000166,0.000542,0.000110,0.000095,0.000091,0.000486,0.000094,0.000820,0.000128,0.000008,-0.011170,-0.000383,-0.001952,0.001345,-0.000000,0.000139,-0.015043,-0.021948,-0.013404,-0.008246,-0.005461,-0.006390,-0.004134,-0.002773,0.001629,0.007986,0.008582,0.010910,0.010374,-0.000013,0.000001,-0.000015,0.000022,0.000008,-0.000007,0.000001,0.000000,-0.000000,-0.000002,0.000002,-0.000001,0.000007,0.002885,0.001331,0.231594,0.004496,0.013182,0.065518,0.000040,0.005109,0.415098,0.177404,0.074972,0.130217,0.103554,0.094344,0.076646,0.083887,0.061986,0.081211,0.072260,0.074622,0.048713,0.000119,0.000200,0.000092,0.001205,0.000115,0.000076,0.000176,0.000059,0.000044,0.000048,0.000278,0.000043,0.000306,0.000932,0.000604,0.193443,0.005595,0.015566,0.030480,0.000040,0.003654,0.264456,0.108896,0.065455,0.088379,0.084850,0.089639,0.089027,0.075328,0.055606,0.088201,0.077991,0.067068,0.054053,0.000128,0.000154,0.000074,0.001178,0.000115,0.000093,0.000102,0.000031,0.000036,0.000043,0.000198,0.000032,0.000291,400.000000,0.072222,./out/bal/Bell
0.043714,0.029062,3.184803,0.072809,0.095913,0.266606,0.000053,0.062957,-20.068651,1.825103,-0.313682,0.453799,0.093495,0.120764,-0.242122,-0.425344,0.193993,0.066616,0.257350,0.255811,0.313001,0.002837,0.000280,0.001038,0.001473,0.001071,0.001708,0.000725,0.000740,0.101918,0.000473,0.001123,0.000267,0.028907,0.000011,-0.000128,0.000674,0.001564,0.004767,0.000651,-0.000001,-0.000192,-0.012953,0.002834,0.002439,-0.002589,-0.000415,-0.002601,0.001754,0.003940,0.001155,-0.001164,-0.000932,-0.002112,0.000156,-0.000031,-0.000001,0.000032,0.000028,-0.000012,-0.000027,0.000004,0.000027,0.001050,-0.000006,0.000077,0.000000,0.000282,0.003150,0.005233,0.097678,0.005993,0.015650,0.048438,0.000020,0.006832,0.199975,0.158596,0.081705,0.075251,0.079597,0.051272,0.067158,0.057247,0.059292,0.053358,0.060535,0.049502,0.059735,0.002492,0.000128,0.000421,0.000659,0.000404,0.000917,0.000355,0.000312,0.010505,0.000184,0.000493,0.000098,0.003420,0.000935,0.001423,0.039527,0.008027,0.022821,0.014201,0.000022,0.003650,0.077466,0.067679,0.036215,0.047177,0.041799,0.029570,0.031246,0.034648,0.034299,0.030253,0.032146,0.029341,0.031983,0.001157,0.000093,0.000254,0.000314,0.000250,0.000749,0.000325,0.000235,0.001762,0.000156,0.000271,0.000081,0.000732,120.000000,0.090909,./out/bal/Bell
0.050296,0.028943,3.096093,0.114661,0.142488,0.433917,0.000053,0.087467,-20.280784,1.377695,0.734005,0.829903,0.384491,0.037848,0.256598,0.360036,0.090210,-0.030453,0.213458,-0.235265,0.063935,0.000314,0.000243,0.000951,0.000776,0.000692,0.000543,0.000279,0.000436,0.000989,0.001379,0.000443,0.000441,0.000660,-0.000191,0.000330,-0.013095,-0.000309,-0.000305,-0.003831,-0.000001,-0.000314,0.017545,-0.003377,-0.004268,-0.005959,0.003524,0.002103,0.001266,0.000909,0.011062,0.002680,-0.002045,-0.003135,0.000491,-0.000001,0.000026,-0.000104,-0.000032,0.000041,0.000004,0.000026,-0.000018,-0.000009,-0.000163,-0.000022,-0.000049,-0.000036,0.003112,0.003250,0.053000,0.005416,0.005602,0.043613,0.000022,0.008536,0.179949,0.097697,0.045039,0.066564,0.071723,0.057162,0.097165,0.075558,0.103250,0.068992,0.054327,0.045629,0.045578,0.000185,0.000104,0.000406,0.000256,0.000359,0.000291,0.000124,0.000181,0.000529,0.000762,0.000243,0.000246,0.000237,0.001176,0.001256,0.044234,0.003991,0.007564,0.021295,0.000025,0.005768,0.087794,0.047988,0.031373,0.034868,0.039690,0.035859,0.040225,0.038331,0.034467,0.034275,0.031989,0.030820,0.029837,0.000165,0.000116,0.000392,0.000205,0.000290,0.000243,0.000128,0.000192,0.000388,0.000551,0.000238,0.000166,0.000188,240.000000,0.088757,./out/bal/Bell
0.036463,0.021615,3.306367,0.079806,0.116688,0.055243,0.000137,0.042647,-22.589622,0.913618,-1.996456,-0.104834,-0.081915,-0.291175,-0.495329,0.445763,0.940612,0.415586,-0.149684,-0.319831,0.244124,0.000084,0.000081,0.000095,0.000115,0.000049,0.000045,0.000093,0.000040,0.000031,0.000065,0.003243,0.000544,0.000889,0.000009,-0.000052,0.000795,0.001549,0.004460,0.000084,-0.000000,0.000005,0.002233,-0.005546,-0.005118,-0.009254,-0.007974,-0.000508,0.006323,0.009565,0.005567,0.002918,0.000620,0.001752,0.001302,0.000004,0.000001,0.000006,0.000003,-0.000002,0.000000,0.000009,0.000001,0.000001,-0.000003,0.000087,-0.000000,0.000020,0.000566,0.001166,0.008529,0.011849,0.027145,0.018100,0.000072,0.002195,0.576966,0.173479,0.235225,0.199756,0.088727,0.102394,0.163896,0.103037,0.164697,0.172845,0.132843,0.067652,0.063206,0.000040,0.000058,0.000040,0.000067,0.000023,0.000027,0.000053,0.000025,0.000018,0.000030,0.000894,0.000258,0.000241,0.000142,0.000254,0.005028,0.016397,0.037830,0.003784,0.000096,0.000949,0.301529,0.178164,0.182557,0.167535,0.120319,0.112719,0.116285,0.098823,0.098419,0.091791,0.084187,0.058776,0.071131,0.000040,0.000038,0.000029,0.000038,0.000020,0.000018,0.000054,0.000024,0.000023,0.000043,0.000926,0.000394,0.000249,240.000000,0.156566,./out/bal/Bell
0.033087,0.026679,3.018664,0.074623,0.119433,0.135453,0.000132,0.038093,-22.077602,2.286254,-1.331747,-0.702413,0.658259,0.700032,0.418275,-0.269249,0.024353,0.352689,0.181332,0.132315,-0.044647,0.000061,0.000039,0.000075,0.000067,0.000732,0.000275,0.000296,0.000319,0.000320,0.000102,0.000161,0.000241,0.000262,0.000098,-0.000144,0.016653,0.000129,-0.001723,0.003059,0.000007,0.000070,0.008067,-0.034996,-0.016520,0.021689,-0.024516,-0.024818,0.028793,0.007717,-0.016996,0.005730,0.000769,0.021273,-0.012943,-0.000001,0.000004,-0.000019,0.000001,0.000025,0.000007,-0.000021,0.000020,-0.000013,-0.000004,-0.000001,0.000044,0.000011,0.001163,0.005395,0.086621,0.004159,0.010848,0.024286,0.000052,0.002581,0.330446,0.141398,0.123082,0.107411,0.171342,0.139474,0.106085,0.114873,0.123870,0.117447,0.112879,0.070783,0.089296,0.000024,0.000017,0.000030,0.000019,0.000288,0.000157,0.000125,0.000124,0.000168,0.000047,0.000053,0.000094,0.000072,0.000395,0.001022,0.047272,0.005683,0.014251,0.005409,0.000044,0.000938,0.121181,0.075213,0.064496,0.060866,0.061129,0.064291,0.052776,0.059971,0.046805,0.056378,0.053785,0.045353,0.041005,0.000030,0.000014,0.000031,0.000024,0.000215,0.000188,0.000093,0.000107,0.000145,0.000063,0.000049,0.000065,0.000066,400.000000,0.090909,./out/bal/Bell
0.066029,0.008406,2.489129,0.136266,0.120241,0.886762,0.000230,0.125371,-24.758886,-0.615861,0.337892,-0.526875,-0.182254,0.139358,0.619098,0.023022,-0.193970,-0.047876,-0.928011,0.789524,0.289253,0.000165,0.000061,0.000048,0.000720,0.000054,0.000088,0.000096,0.000040,0.001480,0.000036,0.002815,0.000031,0.001114,0.000239,0.000100,0.026959,-0.000205,0.000314,-0.000983,-0.000001,-0.000244,0.005873,0.000671,0.003252,-0.002110,-0.004987,0.001371,-0.003817,0.002808,0.006552,-0.001305,-0.003810,0.003826,0.000104,-0.000002,-0.000001,-0.000000,-0.000037,0.000000,-0.000001,0.000001,-0.000001,-0.000035,-0.000001,-0.000094,-0.000001,-0.000033,0.005078,0.003999,0.463651,0.025844,0.020162,0.284083,0.000517,0.028768,1.047493,0.820401,0.260214,0.184415,0.187385,0.156037,0.337201,0.192070,0.113381,0.144841,0.149145,0.093065,0.073391,0.000106,0.000038,0.000022,0.000437,0.000026,0.000063,0.000062,0.000035,0.001326,0.000018,0.001406,0.000017,0.000549,0.001464,0.000897,0.271238,0.019690,0.030820,0.135711,0.000702,0.015619,0.457204,0.370375,0.184506,0.156927,0.162043,0.136641,0.173862,0.105813,0.081836,0.086573,0.086902,0.075221,0.061895,0.000063,0.000035,0.000018,0.000235,0.000023,0.000046,0.000058,0.000045,0.001725,0.000017,0.000461,0.000016,0.000444,240.000000,0.140741,./out/bal/Bell
0.125747,0.003575,2.272982,0.143923,0.137304,0.874759,0.000029,0.182988,-23.934697,1.521823,0.195455,0.156360,-0.583968,0.052319,0.103332,-0.325013,-0.380785,-0.333459,-0.147080,-0.235945,-0.224746,0.002920,0.004965,0.002186,0.002751,0.002093,0.001912,0.003516,0.002910,0.003080,0.002422,0.009594,0.004050,0.004686,-0.000869,-0.000059,-0.024532,0.001053,0.000662,0.008910,-0.000000,0.002026,-0.073421,-0.001754,0.001484,0.004533,0.000944,-0.005674,-0.000965,0.004837,-0.000596,0.001355,0.001351,0.002836,-0.000184,0.000072,-0.000074,-0.000014,-0.000003,-0.000049,-0.000013,-0.000071,0.000085,-0.000011,-0.000060,-0.000058,0.000028,0.000014,0.018549,0.001625,0.327396,0.014699,0.010556,0.172296,0.000033,0.030836,0.726614,0.203130,0.365478,0.211315,0.235834,0.155482,0.179619,0.166920,0.107772,0.091471,0.099861,0.090963,0.055291,0.001570,0.003958,0.001035,0.001572,0.000845,0.000769,0.001824,0.001322,0.001694,0.001362,0.006288,0.002160,0.002002,0.004975,0.000387,0.191486,0.007298,0.007546,0.108102,0.000032,0.017020,0.290779,0.139502,0.143803,0.100940,0.111652,0.101409,0.094748,0.080709,0.075513,0.052367,0.056140,0.048371,0.045741,0.001288,0.001643,0.000673,0.001035,0.000601,0.000601,0.001274,0.001011,0.001456,0.001165,0.003754,0.001544,0.001259,300.000000,0.060150,./out/bal/Bell
0.036721,0.093345,3.226414,0.064113,0.083218,0.289452,0.000053,0.070222,-17.468559,1.978281,-0.363898,-0.466450,-0.223300,-0.074704,-0.337278,-0.138627,-0.183210,-0.072134,-0.275042,-0.138172,-0.186098,0.004189,0.002290,0.001707,0.002062,0.002751,0.001443,0.001145,0.000784,0.000805,0.000619,0.001751,0.003811,0.002105,0.000103,-0.000052,-0.004790,0.000385,0.000912,0.001815,-0.000000,0.000348,0.014933,-0.012115,-0.004288,0.000287,-0.002161,-0.000374,-0.003210,0.001680,0.003144,0.001170,-0.000029,-0.000992,0.004833,-0.000014,-0.000011,-0.000020,-0.000016,0.000001,0.000062,0.000012,0.000005,-0.000010,-0.000004,-0.000016,-0.000036,-0.000021,0.003119,0.016476,0.032346,0.005517,0.014968,0.046760,0.000019,0.006413,0.326184,0.113482,0.130935,0.113355,0.084099,0.063537,0.046362,0.035142,0.073245,0.059918,0.051916,0.037889,0.054303,0.002204,0.001935,0.000740,0.000816,0.001146,0.000660,0.000524,0.000262,0.000404,0.000230,0.000822,0.001804,0.000684,0.000659,0.002298,0.015470,0.006764,0.022481,0.012602,0.000019,0.003652,0.075590,0.048160,0.041677,0.039521,0.030088,0.028549,0.026460,0.026097,0.028659,0.026536,0.026258,0.025369,0.024753,0.001793,0.001084,0.000707,0.000545,0.000585,0.000497,0.000289,0.000269,0.000457,0.000200,0.000583,0.001076,0.000496,92.307692,0.098361,./out/bal/Bell
0.091267,0.160838,3.289059,0.162259,0.140261,1.029129,0.000019,0.153516,-17.484488,-1.223697,-0.918945,-0.263069,-0.303171,-0.221206,-0.028502,0.312971,-0.056351,-0.218105,-0.079930,-0.312808,0.181762,0.000103,0.000131,0.000177,0.000138,0.000101,0.000073,0.000075,0.000101,0.000309,0.000201,0.000248,0.000045,0.000115,-0.000199,-0.000344,-0.000505,-0.000196,-0.000201,-0.002528,0.000000,-0.000071,-0.002446,0.001738,-0.002115,0.001334,0.002454,-0.002117,0.003286,0.003886,-0.002969,-0.003015,0.000628,-0.000257,0.001645,-0.000001,-0.000001,-0.000002,0.000014,-0.000002,-0.000005,-0.000002,0.000000,-0.000016,-0.000002,0.000029,0.000000,0.000004,0.002031,0.007899,0.007252,0.002676,0.002442,0.033394,0.000004,0.002308,0.089663,0.042226,0.038880,0.048118,0.044108,0.038120,0.035353,0.045993,0.033642,0.038937,0.034464,0.050802,0.033549,0.000034,0.000043,0.000080,0.000040,0.000037,0.000025,0.000022,0.000026,0.000152,0.000080,0.000087,0.000015,0.000036,0.000784,0.002604,0.009029,0.001623,0.002900,0.014008,0.000004,0.001559,0.040616,0.025627,0.027812,0.026444,0.021190,0.023162,0.023341,0.027272,0.025439,0.022974,0.022072,0.025257,0.021076,0.000040,0.000039,0.000066,0.000037,0.000040,0.000028,0.000014,0.000028,0.000104,0.000053,0.000061,0.000018,0.000027,109.090909,0.102439,./out/bal/Bell
0.032117,0.043386,3.258465,0.058266,0.098943,0.061577,0.000110,0.048151,-21.361616,2.219474,-0.520048,0.651347,0.303042,0.412324,-0.445286,0.010240,-0.023126,0.085345,0.767514,0.713775,-0.335301,0.000121,0.000063,0.000335,0.000143,0.000293,0.000244,0.003082,0.000308,0.000402,0.000158,0.000155,0.003484,0.001454,0.000053,-0.000073,-0.001546,-0.001006,-0.002961,0.000233,0.000003,0.000002,0.004829,0.002651,0.004178,-0.000348,-0.003156,-0.002749,-0.000916,0.005037,-0.007117,-0.009364,-0.001305,0.009405,-0.000808,0.000006,0.000005,0.000007,0.000001,0.000005,0.000000,0.000001,0.000007,0.000002,0.000002,-0.000000,-0.000015,-0.000005,0.001759,0.003809,0.016517,0.007030,0.018503,0.018137,0.000065,0.006996,0.358847,0.226779,0.101706,0.087687,0.087158,0.084776,0.113540,0.083067,0.065754,0.069695,0.079662,0.060631,0.061848,0.000045,0.000024,0.000239,0.000063,0.000096,0.000072,0.001843,0.000141,0.000227,0.000071,0.000055,0.001083,0.000582,0.000309,0.000968,0.016830,0.008691,0.024856,0.004235,0.000088,0.002623,0.168906,0.114551,0.067496,0.069889,0.072807,0.054707,0.076551,0.066414,0.052857,0.056158,0.057384,0.043511,0.048299,0.000047,0.000024,0.000142,0.000058,0.000082,0.000076,0.000552,0.000114,0.000205,0.000065,0.000055,0.000516,0.000227,171.428571,0.111732,./out/bal/Bell
0.040124,0.038237,3.008990,0.083668,0.103726,0.290795,0.000062,0.056298,-19.778347,2.069836,-0.017846,-0.442622,-0.350135,-0.477882,-0.100908,-0.237533,-0.051818,-0.136581,-0.086552,-0.093291,-0.055305,0.002024,0.001790,0.001423,0.001375,0.004495,0.001364,0.001458,0.003306,0.000999,0.001171,0.001406,0.000870,0.002461,-0.000132,-0.000369,0.006395,-0.000156,-0.000273,0.002315,0.000002,-0.004244,-0.041986,0.038574,0.044733,-0.013001,0.009023,-0.023903,0.020700,0.012856,0.001195,-0.007435,-0.005492,0.010848,0.003771,0.000389,-0.000031,0.000001,0.000021,-0.000119,-0.000374,-0.000029,0.000145,-0.000023,0.000005,-0.000001,0.000020,-0.000008,0.008694,0.005770,0.142805,0.009039,0.009688,0.098241,0.000043,0.016162,0.400843,0.257695,0.199249,0.104875,0.116487,0.101419,0.088911,0.106120,0.057831,0.063958,0.101561,0.051775,0.065263,0.000778,0.001031,0.000641,0.000701,0.000898,0.000378,0.000564,0.001508,0.000400,0.000378,0.000570,0.000441,0.000643,0.001507,0.001301,0.070301,0.004521,0.011079,0.027225,0.000047,0.007210,0.168537,0.091011,0.087762,0.072340,0.072856,0.055010,0.051191,0.052005,0.040032,0.036659,0.046106,0.031368,0.033260,0.000652,0.000782,0.000541,0.000315,0.000339,0.000342,0.000490,0.000603,0.000361,0.000375,0.000369,0.000410,0.000277,80.000000,0.107143,./out/bal/Bell
0.284991,0.005850,2.355855,0.428351,0.184662,2.436927,0.000020,0.599466,-29.624225,-1.422688,0.685671,0.285379,-0.341179,-0.057193,0.529580,0.025963,0.000846,0.367392,-0.062926,0.226686,-0.268161,0.000015,0.000016,0.000369,0.000006,0.000351,0.000010,0.000013,0.000018,0.000017,0.000011,0.000018,0.000009,0.000169,-0.000328,-0.000065,0.030916,-0.001352,0.000531,0.001527,0.000000,0.000002,0.042849,-0.056373,-0.000254,0.022721,0.003679,-0.010179,-0.002451,0.004490,-0.027966,0.032660,-0.018066,0.004394,0.003763,0.000002,0.000000,0.000029,0.000000,-0.000006,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000000,0.000006,0.011049,0.001300,0.209089,0.011665,0.003116,0.059500,0.000027,0.022026,0.570939,0.289520,0.099302,0.157459,0.094809,0.109182,0.149245,0.104246,0.184220,0.162700,0.123860,0.082753,0.080944,0.000006,0.000007,0.000216,0.000002,0.000150,0.000004,0.000006,0.000007,0.000009,0.000004,0.000009,0.000004,0.000075,0.004538,0.000723,0.203997,0.008192,0.002088,0.042014,0.000033,0.015213,0.353586,0.173106,0.073093,0.075746,0.066390,0.070187,0.088924,0.071993,0.091499,0.085245,0.068855,0.056303,0.051538,0.000005,0.000005,0.000243,0.000002,0.000119,0.000003,0.000004,0.000006,0.000006,0.000004,0.000007,0.000005,0.000076,109.090909,0.071895,./out/bal/Bell
